,ope,con,ext,agr,neu,item_level,blocks,gender,birthday,age,relationship_status,interested_in,mf_relationship,mf_dating,mf_random,mf_friendship,mf_whatever,mf_networking,locale,network_size,timezone
1047,4.75,3.95,3.5,3.05,2.65,1,336,male,16/12/1989,23,1,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-5
1048,3.8,3.05,3.55,3.8,3.75,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1049,3.75,3,2.5,2.75,3,1,20,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1050,5,3.25,3.5,3,4,1,20,male,08/03/1993,19,1,NA,NA,NA,NA,NA,NA,NA,en_US,48,-4
1051,2.67,3.5,2.33,1.83,3.5,1,30,male,27/04/1980,32,1,2,NA,NA,NA,NA,NA,NA,en_US,14,-6
1052,3.75,3,2.25,2.5,3.75,1,20,female,07/12/1985,27,3,NA,NA,NA,NA,NA,NA,NA,en_US,57,-7
1053,3.75,3.25,3,2.5,3.75,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1054,4.6,2.55,2.6,2.9,2.1,1,100,male,05/12/1988,24,NA,NA,NA,NA,NA,NA,NA,NA,en_US,48,-5
1055,4.85,3.32,3.95,3.9,2.75,1,100,female,03/08/1987,25,1,1,NA,NA,NA,NA,NA,NA,es_LA,183,-7
1056,3.85,3.3,1.8,1.7,2.8,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
1057,4.1,3.8,4.3,4.35,2.25,1,100,female,10/12/1987,25,3,NA,NA,NA,NA,NA,NA,NA,en_US,72,-4
1058,4.7,3.55,3.5,4.05,2.3,1,336,female,12/10/1981,31,3,1,NA,NA,NA,NA,NA,NA,en_US,239,-6
1059,4.3,3.2,4.65,3.3,1.35,1,100,male,18/08/1992,20,2,NA,NA,NA,NA,NA,NA,NA,en_GB,382,1
1060,4.11,2.05,2.85,3.25,4.21,1,100,female,10/01/1992,20,2,NA,NA,NA,NA,NA,NA,NA,en_US,170,-4
1061,4.25,2.75,2,3.25,1.75,1,20,female,20/05/1987,25,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,7
1062,3.55,3.55,3.95,4.15,3.45,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,264,-6
1063,4.45,4.25,3.55,3.9,2.65,1,336,female,04/03/1982,30,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,381,10
1064,3.95,2.4,1.3,2,4.55,1,336,male,26/08/1991,21,2,NA,NA,NA,NA,NA,NA,NA,en_US,8,-4
1065,5,4.5,2.25,3.75,2.75,1,20,male,25/06/1985,27,1,2,NA,NA,NA,NA,NA,NA,en_US,37,-5
1066,3.4,3.5,2.05,3,3.35,1,100,female,12/05/1979,33,1,1,NA,NA,NA,NA,NA,NA,en_US,154,3
1067,4.3,3.2,3.3,3.5,2.5,1,50,male,02/03/1993,19,1,NA,NA,NA,NA,NA,NA,NA,en_GB,410,8
1068,3.65,4.5,4.5,3.45,1,1,100,male,,NA,1,2,NA,NA,NA,NA,NA,NA,en_US,200,1
1069,2.85,4,2.15,2.9,4.6,1,100,female,04/06/1994,18,NA,NA,NA,NA,NA,NA,NA,NA,,5,10
1070,5,4.25,2,3,3.25,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
1071,5,5,2.5,3,2.5,1,20,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1072,4.05,3.8,3.4,3.25,2.4,1,336,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-4
1073,4.2,4.35,4.05,4.45,1.4,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,1
1074,4.1,3.65,4.45,4.05,2,1,100,female,01/03/1987,25,1,NA,NA,NA,NA,NA,NA,NA,en_GB,197,-4
1075,4.1,4.35,3.3,2.7,2.95,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
1076,4.45,2.8,2.95,2.85,3.15,1,100,female,02/09/1990,22,2,NA,NA,NA,NA,NA,NA,NA,en_US,527,-6
1077,5,4.45,4.5,4.7,2.3,1,336,male,22/10/1983,29,2,NA,NA,NA,NA,NA,NA,NA,en_US,122,-3
1078,4,2.5,3.75,3,3.5,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1079,3.65,3.2,2.65,2.85,3.9,1,100,female,,NA,3,1,NA,NA,NA,NA,NA,NA,en_GB,349,-5
1080,4.5,4,3.15,3,3.8,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,15,-7
1081,4.35,3.53,4.95,3.25,1.95,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1082,4,3.2,3.3,3.8,2.3,1,50,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1083,4.5,3,4,4,1.75,1,20,male,07/12/1989,23,1,2,NA,NA,NA,NA,NA,NA,en_GB,329,6
1084,4.65,1.95,2.7,2.8,4.45,1,100,female,06/11/1993,19,5,NA,NA,NA,NA,NA,NA,NA,en_US,166,-6
1085,4.5,3.68,4,2.84,3.5,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1086,4.75,4.5,4.25,2.5,3.5,1,20,female,27/07/1983,29,1,NA,NA,NA,NA,NA,NA,NA,en_US,246,-6
1087,4.15,2.85,3.45,3.2,2.65,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,pl_PL,NA,2
1088,3.6,3.4,3.8,4.1,1.5,1,100,male,11/06/1991,21,NA,2,NA,NA,NA,NA,NA,NA,en_GB,30,1
1089,4.25,3,3.8,3.85,3,1,100,female,06/09/1977,35,2,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-7
1090,3.75,4.8,4.5,3.65,1.45,1,100,female,21/10/1989,23,1,NA,NA,NA,NA,NA,NA,NA,en_US,95,-5
1091,4.65,3.55,3.15,3.05,2.85,1,100,female,17/03/1992,20,1,NA,NA,NA,NA,NA,NA,NA,en_US,29,-7
1092,4.5,2.53,3.2,3.85,2.3,1,100,female,15/10/1992,20,1,NA,NA,NA,NA,NA,NA,NA,en_US,28,-7
1093,4.35,3.95,2.45,2.15,4.2,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
1094,4.75,3.5,1.25,3,4,1,20,male,,NA,1,NA,NA,NA,NA,NA,NA,NA,en_US,28,-7
1095,3.65,3.4,2.95,2.9,2,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1096,5,4,3.25,4.5,2.75,1,20,female,01/07/1986,26,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-9
1097,3.4,3.5,2.2,3.15,2.85,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-7
1098,4.25,3,4.75,2.5,4,1,20,female,06/06/1960,52,3,NA,NA,NA,NA,NA,NA,NA,en_GB,67,1
1099,4.45,2.9,2.1,3.6,2.65,1,100,female,11/06/1989,23,1,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-4
1100,4.25,3.5,2.5,3.5,2.25,1,20,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,es_LA,NA,NA
1101,3,3.35,1.8,3.15,4.4,1,336,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1102,3.83,3.5,3.5,3.5,3.33,1,30,female,10/08/1991,21,NA,NA,NA,NA,NA,NA,NA,NA,en_US,197,-7
1103,4,4,2.45,3.45,3.3,1,100,male,,NA,NA,2,NA,NA,NA,NA,NA,NA,,117,2
1104,4.3,3.15,2.9,3.55,4.05,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
1105,4.1,3.3,1.8,2.3,3.55,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1106,3.35,2.85,4.65,4.15,1,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1107,3.55,2.95,2.45,4.45,3.7,1,100,female,13/03/1963,49,2,3,NA,NA,NA,NA,NA,NA,en_GB,144,0
1108,3.3,3.45,3.95,3.35,3.65,1,100,female,,NA,1,1,NA,NA,NA,NA,NA,NA,en_US,470,-4
1109,4.5,4.07,4.43,3.43,3.79,1,70,female,10/01/1983,29,1,1,NA,NA,NA,NA,NA,NA,,NA,5
1110,4.8,3,4.5,4.15,1.55,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1111,4.17,3.33,3.67,3.5,1.33,1,30,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1112,2.25,4.5,3,3,3.75,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-7
1113,2.25,4.5,3,3,3.75,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-7
1114,4.1,2.7,2.56,4.1,2.8,1,50,female,02/12/1984,28,3,NA,NA,NA,NA,NA,NA,NA,en_US,120,-5
1115,3.25,3.25,3.67,2.5,4.25,1,20,male,,NA,1,2,NA,NA,NA,NA,NA,NA,en_US,205,-4
1116,3.9,3.65,4.05,4.3,2,1,100,female,20/07/1978,34,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
1117,2.63,4.53,1.42,4.4,4.45,1,100,male,,NA,3,NA,NA,NA,NA,NA,NA,NA,en_US,72,10
1118,3.15,4.8,2.7,4.1,1.9,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1119,4.5,3.9,2.9,2.25,3.63,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,-5
1120,3.95,4.1,3.15,3.55,2.7,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1121,4.56,4.31,3.25,3.88,2.56,1,80,male,05/02/1985,27,1,2,NA,NA,NA,NA,NA,NA,en_US,32,5
1122,3.3,2.85,3.1,2.85,4.45,1,336,female,30/11/1990,22,2,1,NA,NA,NA,NA,NA,NA,en_US,520,-4
1123,4.75,2.75,2.75,4.25,2.5,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
1124,3.9,3.2,3.5,3.4,2.4,1,100,female,09/09/1961,51,1,NA,NA,NA,NA,NA,NA,NA,en_US,36,-4
1125,3.95,3.3,3.1,4,1.9,1,100,male,,NA,1,NA,NA,NA,NA,NA,NA,NA,en_US,87,3
1126,4.5,2.5,2.4,4,3.15,1,336,female,28/10/1994,18,1,1,NA,NA,NA,NA,NA,NA,en_IN,6,-4
1127,4.5,3.75,4.5,5,4.25,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1128,4.45,3.95,3.05,4.4,3.6,1,336,female,24/11/1980,32,1,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-7
1129,4.45,3.45,3.3,2.95,3.95,1,100,female,17/05/1971,41,1,1,NA,NA,NA,NA,NA,NA,en_US,117,-5
1130,3.5,3.9,3.05,3.9,3.15,1,100,female,,NA,1,1,NA,NA,NA,NA,NA,NA,en_US,401,-4
1131,4.45,4.55,4.05,4.05,2.45,1,100,female,14/02/1991,21,1,NA,NA,NA,NA,NA,NA,NA,en_US,82,-8
1132,3.8,4.6,2.8,3.6,1.85,1,100,male,21/06/1990,22,2,NA,NA,NA,NA,NA,NA,NA,en_GB,504,-5
1133,4.9,1.95,2.2,3.15,3.6,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-4
1134,4.35,2.55,2.7,2.55,2.7,1,100,male,,NA,2,NA,NA,NA,NA,NA,NA,NA,es_LA,91,-5
1135,4.15,2.6,1.3,3,3.9,1,336,female,08/05/1987,25,1,NA,NA,NA,NA,NA,NA,NA,en_PI,152,2
1136,4.9,3.5,4.4,4,2.15,1,336,male,11/07/1991,21,1,2,NA,NA,NA,NA,NA,NA,en_GB,40,1
1137,4.56,2.69,1.88,3.25,2.56,1,80,male,04/06/1987,25,1,2,NA,NA,NA,NA,NA,NA,en_US,244,-6
1138,4.2,3.6,1.85,3.05,2.3,1,100,NA,08/11/1989,23,NA,NA,NA,NA,NA,NA,NA,NA,,21,-6
1139,4.3,3.45,3.37,2.5,3.47,1,100,male,01/01/1979,33,NA,NA,NA,NA,NA,NA,NA,NA,,4,-7
1140,3.45,2.95,3,3.15,3.05,1,336,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1141,3.6,2.9,1.65,3.45,2.85,1,100,male,01/04/1990,22,1,2,NA,NA,NA,NA,NA,NA,en_US,7,-5
1142,4.75,4.1,2.75,3.9,2.95,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,8
1143,3.7,3.7,1.95,2.7,4.45,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1144,4.1,4,4.55,3.8,1.8,1,100,male,04/08/1984,28,1,NA,NA,NA,NA,NA,NA,NA,en_US,41,-7
1145,3.7,3.5,3.5,3.05,3.1,1,100,female,14/05/1973,39,3,NA,NA,NA,NA,NA,NA,NA,en_US,117,-5
1146,4.15,2.9,3.05,4.45,2.8,1,100,male,06/03/1983,29,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,6
1147,3.3,3.55,3.1,3.65,2.75,1,100,female,10/02/1992,20,2,1,NA,NA,NA,NA,NA,NA,en_US,NA,-5
1148,4.45,2.45,3.25,3.1,4.15,1,336,female,31/05/1986,26,NA,3,NA,NA,NA,1,NA,1,en_GB,277,1
1149,4.25,4.25,3.75,3.5,2,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1150,4.5,4.85,4.45,4,1.85,1,100,male,20/03/1966,46,3,NA,NA,NA,NA,NA,NA,NA,en_US,64,-6
1151,4.15,2.2,3.35,2.65,3.1,1,100,male,14/03/1994,18,NA,NA,NA,NA,NA,NA,NA,NA,en_US,70,-7
1152,3.75,2.5,3.75,4,3.25,1,20,female,,NA,1,1,NA,NA,NA,NA,NA,NA,en_US,205,-5
1153,4.4,4.6,3.3,2.9,1.95,1,100,male,22/01/1991,21,1,NA,NA,NA,NA,NA,NA,NA,en_US,131,-7
1154,4.85,3.45,3.25,2.9,3.5,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1155,4.2,3.7,4.15,2.95,2.25,1,100,male,12/01/1974,38,2,NA,NA,NA,NA,NA,NA,NA,en_US,28,-5
1156,4.33,1.75,3.5,4.25,1.5,1,20,male,,NA,3,NA,NA,NA,NA,NA,NA,NA,en_US,998,-5
1157,4.25,3.75,3.75,2.25,4.25,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,156,8
1158,4.5,2,2.93,4.14,2.5,1,70,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1159,3.75,3.25,3.5,3.25,2,1,20,male,29/05/1987,25,NA,2,NA,NA,NA,NA,NA,NA,en_US,30,-8
1160,3.6,2.8,3.9,3.15,3.85,1,100,female,14/01/1973,39,1,NA,NA,NA,NA,NA,NA,NA,en_US,12,-5
1161,2.25,3.35,2.85,4.42,4.05,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
1162,4.68,3.55,2.4,3.8,2.79,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-7
1163,4.9,4.05,3.75,2.9,2.35,1,336,male,13/06/1970,42,1,NA,NA,NA,NA,NA,NA,NA,,137,-5
1164,4.25,3.75,3.05,3.9,4,1,100,female,31/08/1995,17,1,NA,NA,NA,NA,NA,NA,NA,en_GB,110,8
1165,4.7,3.25,3.95,3.4,3,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
1166,4.25,3.45,2.4,1.9,3,1,100,female,21/11/1991,21,2,NA,NA,NA,NA,NA,NA,NA,pl_PL,10,1
1167,4.15,3.8,3.55,3.95,3.6,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
1168,4.4,3.45,3.7,2.95,2.2,1,336,male,05/02/1993,19,NA,NA,NA,NA,NA,NA,NA,NA,en_US,296,-4
1169,4.15,3.6,3.2,4.1,3.15,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1170,4.5,4.2,2,3.9,4.4,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1171,4.5,2,2.5,3.25,4.25,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
1172,4.3,2.8,2.95,4.15,3.6,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1173,3.7,3.5,2.6,2.75,2.85,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1174,4.75,3.75,3.25,4,2.5,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
1175,4.75,2.95,2.15,4.15,3.15,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1176,3.35,2.2,3.1,2.55,4.3,1,100,female,,NA,1,1,NA,NA,NA,NA,NA,NA,en_US,139,-4
1177,4.1,3.5,2.45,2.2,2.2,1,336,male,25/02/1994,18,2,2,NA,NA,NA,NA,NA,NA,en_US,107,-4
1178,3.1,4,1.25,2.8,2.25,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,-4
1179,4.8,4.15,3.05,4.35,2.2,1,100,female,09/02/1913,99,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-5
1180,4.05,3.4,3.05,3.7,2.84,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1181,4.6,2.89,2.6,2.8,2.05,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1182,3.6,4.55,3.25,3.9,2.1,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1183,4.9,1.25,1.75,4.35,3.35,1,336,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,72,-5
1184,3.75,2.25,3.25,3,4.25,1,20,female,16/10/1969,43,2,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
1185,4.25,3.2,1.8,3.35,3.15,1,336,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1186,2.95,2.4,2,3.85,3.25,1,336,male,02/05/1991,21,1,2,NA,NA,NA,NA,NA,NA,en_US,142,-5
1187,3,4.25,3.25,2,3.5,1,20,male,20/04/1978,34,3,NA,NA,NA,NA,NA,NA,NA,en_GB,45,-7
1188,4.5,3.75,3.25,2.5,3.25,1,20,male,21/09/1992,20,1,NA,NA,NA,NA,NA,NA,NA,en_US,632,8
1189,4,3.25,3.25,2.75,3.5,1,20,male,09/10/1910,102,5,NA,NA,NA,NA,NA,NA,NA,en_US,533,7
1190,4.45,3.85,3.4,3.95,2.45,1,336,male,05/12/1994,18,3,NA,NA,NA,NA,NA,NA,NA,es_LA,208,-3
1191,4.6,3.6,4.15,3.9,2.2,1,100,male,24/06/1981,31,3,NA,NA,NA,NA,NA,NA,NA,en_US,190,-5
1192,3.17,2.5,3.83,4.5,1.67,1,30,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1193,3.85,3.7,3.75,3.7,3.35,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1194,3.5,4,3,3.25,4,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-7
1195,3.7,3.9,3.85,3.15,2.75,1,100,female,15/09/1990,22,1,1,NA,NA,NA,NA,NA,NA,en_GB,69,-7
1196,4.3,3.1,3.45,3.8,2.9,1,336,female,18/11/1993,19,1,NA,NA,NA,NA,NA,NA,NA,en_US,33,-6
1197,2.95,3.11,1.9,2.35,3.85,1,100,male,18/01/1991,21,1,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,-6
1198,4.1,2.75,3.65,3.25,3.8,1,336,female,30/11/1987,25,4,1,NA,NA,NA,NA,NA,NA,en_US,93,-4
1199,3.25,1.9,3.45,3.15,3.85,1,336,female,01/01/1991,21,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,1
1200,3.65,2.8,3.8,3.05,4.25,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1201,3.95,3.8,4.35,3.1,2.35,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1202,4.55,2.5,4,2.95,2.75,1,336,male,,NA,1,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,3
1203,3.85,3.2,4.4,2.45,3.45,1,100,female,15/04/1974,38,NA,NA,NA,NA,NA,NA,NA,NA,en_US,9,-4
1204,4,4.95,4.35,4.2,2,1,100,female,,NA,5,NA,NA,NA,NA,NA,NA,NA,en_US,52,-5
1205,4.2,3.9,3.95,3,2,1,100,female,08/03/1991,21,1,NA,NA,NA,NA,NA,NA,NA,en_US,227,-4
1206,4.35,4,1.6,3.2,3.3,1,100,female,21/02/1979,33,1,NA,NA,NA,NA,NA,NA,NA,en_GB,264,8
1207,4.6,3.8,2.55,2.95,3,1,100,female,28/09/1980,32,2,3,NA,NA,NA,NA,NA,NA,en_GB,42,-4
1208,4.45,3.2,3.65,3.4,2.95,1,100,female,11/05/1988,24,2,NA,NA,NA,NA,NA,NA,NA,en_US,71,3
1209,4.45,3.35,3.55,3.8,1.7,1,336,male,04/01/1985,27,2,NA,NA,NA,NA,NA,NA,NA,fr_FR,25,2
1210,3.9,2.15,4.25,4.37,2.25,1,100,male,21/09/1994,18,NA,NA,NA,NA,NA,NA,NA,NA,en_US,258,-5
1211,4.6,3.25,2.7,2.9,3.1,1,100,female,,NA,2,1,NA,NA,NA,NA,NA,NA,en_GB,68,3
1212,4.35,2.55,3.2,4.53,3.05,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1213,4.25,3.74,4.05,3.25,2.55,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1214,4.3,3.1,2.25,2.35,4.35,1,100,female,22/06/1992,20,2,NA,NA,NA,NA,NA,NA,NA,en_GB,479,-8
1215,3.75,3.95,2.35,2.2,4,1,100,female,06/01/1990,22,2,NA,NA,NA,NA,NA,NA,NA,en_US,184,-5
1216,4.5,3.05,3.4,4.5,2.95,1,100,female,20/01/1950,62,1,NA,NA,NA,NA,NA,NA,NA,en_US,118,-8
1217,4.25,3.65,3.05,3.45,1.4,1,336,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,-4
1218,4.5,2.4,3.35,3.5,2.55,1,100,male,29/11/1953,59,1,NA,NA,NA,NA,NA,NA,NA,en_US,128,-7
1219,3.7,3.85,3.3,3.45,3.6,1,336,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-4
1220,3.95,3.55,4.15,4,1.9,1,336,male,26/02/1991,21,1,2,NA,NA,NA,NA,NA,NA,en_US,57,-7
1221,3.84,4.4,2.9,3,3.7,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1222,3.85,3.1,2.3,3.5,2.45,1,100,female,05/10/1995,17,1,1,NA,NA,NA,1,NA,NA,en_GB,91,-7
1223,3.7,3.85,2.65,4.4,1.5,1,100,male,17/06/1991,21,1,NA,NA,NA,NA,NA,NA,NA,en_US,60,-5
1224,4.05,4,4.1,4.35,1.65,1,100,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
1225,4.75,3.33,3.58,3,2.75,1,60,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,72,-5
1226,4.05,3.35,2.9,3.95,3.05,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
1227,3.8,2.5,3.8,3.85,2.25,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1228,4,2.75,2.25,3.75,3.5,1,20,male,05/04/1989,23,1,NA,NA,NA,NA,NA,NA,NA,en_US,82,-4
1229,4.45,3.85,2.85,3.1,3.3,1,336,male,,NA,1,NA,NA,NA,NA,NA,NA,NA,en_US,87,-7
1230,4.2,4.45,4.1,3.5,2.3,1,100,female,,NA,2,NA,NA,NA,NA,NA,NA,NA,en_US,109,1
1231,4.2,3.15,2.05,2.35,4.4,1,100,female,06/10/1995,17,3,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-5
1232,4.5,3.9,4.25,3.85,1.3,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,fi_FI,NA,NA
1233,3.65,4.45,2.53,3.7,2.95,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1234,4.15,2.55,3.4,3.65,1.7,1,336,male,,NA,1,NA,NA,NA,NA,NA,NA,NA,en_US,127,-5
1235,4.5,3.5,3.3,3.35,3.2,1,336,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1236,4.25,2.75,4.25,3.25,3.25,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
1237,4.8,4.5,4.25,3.6,2.1,1,336,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-7
1238,3.5,4.5,2.6,4,2.05,1,336,female,23/02/1973,39,NA,NA,NA,NA,NA,NA,NA,NA,,NA,-4
1239,4.3,3.55,2.2,2.95,3.3,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,74,-4
1240,2.75,4.75,4.25,4.25,3.25,1,20,female,14/12/1984,28,NA,NA,NA,NA,NA,NA,NA,NA,en_US,558,-7
1241,3.75,3.3,3.8,3.95,2.95,1,336,female,03/07/1984,28,3,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-8
1242,3.5,3.4,3.45,3.53,2.47,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1243,4.45,3.05,2.8,3.65,2.8,1,100,male,01/11/1993,19,1,1,NA,NA,NA,NA,NA,NA,en_US,53,-4
1244,4.15,3.8,2.65,3.25,3.95,1,100,female,04/01/1992,20,2,1,NA,NA,NA,NA,NA,NA,en_US,202,-5
1245,4.3,3.75,2.55,4,2.15,1,336,female,15/02/1993,19,NA,NA,NA,NA,NA,NA,NA,NA,en_US,27,-6
1246,5,2.25,4.75,2.75,1.5,1,20,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1247,4.45,4,4.1,3.25,1.85,1,100,female,25/10/1990,22,NA,NA,NA,NA,NA,NA,NA,NA,en_US,51,-8
1248,4.8,3.55,3.4,3.25,2.35,1,100,female,27/08/1967,45,NA,1,NA,NA,NA,NA,NA,NA,el_GR,28,2
1249,3.7,2.8,3.85,3.35,2.9,1,336,female,11/11/1991,21,1,1,NA,NA,NA,NA,NA,NA,en_US,73,-7
1250,4.05,3.5,3.85,3.95,3.75,1,100,female,30/11/1979,33,1,1,NA,NA,NA,NA,NA,NA,en_US,126,-7
1251,4.47,3,3.45,4.4,3.35,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1252,4.3,2.15,4.9,4.55,2.15,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
